keywords,production_companies,production_countries,release_date,revenue,title,vote_average,vote_count
"[{""id"": 1571, ""name"": ""return""}, {""id"": 5301, ""name"": ""brother""}, {""id"": 46952, ""name"": ""heavy rain""}, {""id"": 46953, ""name"": ""speedo""}, {""id"": 46954, ""name"": ""journal""}]","[{""name"": ""Ren Film"", ""id"": 19802}]","[{""iso_3166_1"": ""RU"", ""name"": ""Russia""}]",6/25/03,0,The Return,7.4,100
"[{""id"": 9663, ""name"": ""sequel""}]","[{""name"": ""Iyara Films"", ""id"": 3182}]","[{""iso_3166_1"": ""TH"", ""name"": ""Thailand""}]",12/4/08,8936663,Ong Bak 2,6,152
"[{""id"": 1405, ""name"": ""roman empire""}, {""id"": 5049, ""name"": ""ancient rome""}, {""id"": 14704, ""name"": ""ancient world""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 14905, ""name"": ""britain""}, {""id"": 158778, ""name"": ""behind enemy lines""}, {""id"": 161240, ""name"": ""sole survivor""}]","[{""name"": ""Path\u00e9 Pictures International"", ""id"": 1178}, {""name"": ""UK Film Council"", ""id"": 2452}, {""name"": ""Celador Films"", ""id"": 3573}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Cin\u00e9Cin\u00e9ma"", ""id"": 6301}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2/15/10,6814789,Centurion,5.9,386
[],"[{""name"": ""Newmarket Capital Group"", ""id"": 506}, {""name"": ""Cine Grande Corporation"", ""id"": 40144}, {""name"": ""Filmline International"", ""id"": 40759}, {""name"": ""Conquistador Entertainment"", ""id"": 50433}, {""name"": ""Algonquin Productions Limited"", ""id"": 54940}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",6/26/96,76382,Silent Trigger,5,22
"[{""id"": 1003, ""name"": ""photographer""}, {""id"": 4452, ""name"": ""butcher""}, {""id"": 4459, ""name"": ""vegetarian""}, {""id"": 5152, ""name"": ""midnight""}, {""id"": 8636, ""name"": ""blood splatter""}, {""id"": 10292, ""name"": ""gore""}, {""id"": 10333, ""name"": ""stalking""}, {""id"": 10738, ""name"": ""diner""}, {""id"": 11181, ""name"": ""decapitation""}, {""id"": 11221, ""name"": ""blood""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 177489, ""name"": ""subway train""}, {""id"": 212412, ""name"": ""very little dialogue""}]","[{""name"": ""Lions Gate Films"", ""id"": 35}, {""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""GreeneStreet Films"", ""id"": 2152}, {""name"": ""Midnight Picture Show"", ""id"": 22056}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/7/08,3533227,The Midnight Meat Train,6,290
"[{""id"": 5565, ""name"": ""biography""}, {""id"": 5856, ""name"": ""nelson mandela""}]",[],[],9/16/11,0,Winnie Mandela,5.2,5
[],"[{""name"": ""Millennium Films"", ""id"": 10254}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/4/11,0,The Son of No One,4.8,92
"[{""id"": 108, ""name"": ""transvestism""}, {""id"": 1956, ""name"": ""world war ii""}]",[],"[{""iso_3166_1"": ""AT"", ""name"": ""Austria""}, {""iso_3166_1"": ""HU"", ""name"": ""Hungary""}]",10/14/01,23000,All The Queen's Men,6.1,7
"[{""id"": 1566, ""name"": ""dream""}, {""id"": 1599, ""name"": ""midlife crisis""}, {""id"": 10597, ""name"": ""lucid dreaming""}]","[{""name"": ""Destination Films"", ""id"": 769}, {""name"": ""Tempesta Films"", ""id"": 4384}, {""name"": ""Good Night Productions"", ""id"": 4385}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1/25/07,20380,The Good Night,5.7,41
"[{""id"": 572, ""name"": ""sex""}, {""id"": 3754, ""name"": ""legend""}, {""id"": 9886, ""name"": ""countess""}]","[{""name"": ""Lunar Films"", ""id"": 2568}, {""name"": ""Fonds Eurimages du Conseil de l'Europe"", ""id"": 11011}, {""name"": ""Eurofilm St\u00fadi\u00f3"", ""id"": 16016}, {""name"": ""St\u00e1tn\u00ed Fond CR pro Podporu a Rozvoj Cesk\u00e9 Kinematografie"", ""id"": 26771}, {""name"": ""Jakubisko Film Slovakia"", ""id"": 26772}, {""name"": ""J&J Jakubisko Film"", ""id"": 26773}, {""name"": ""Concorde Film Trust"", ""id"": 26774}, {""name"": ""Ministry of Culture of the Slovak Republic"", ""id"": 26775}]","[{""iso_3166_1"": ""CZ"", ""name"": ""Czech Republic""}, {""iso_3166_1"": ""HU"", ""name"": ""Hungary""}, {""iso_3166_1"": ""SK"", ""name"": ""Slovakia""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",7/4/08,0,Bathory: Countess of Blood,5.6,31
"[{""id"": 209714, ""name"": ""3d""}, {""id"": 221034, ""name"": ""khumba""}]","[{""name"": ""Triggerfish Animation"", ""id"": 33805}]","[{""iso_3166_1"": ""ZA"", ""name"": ""South Africa""}]",7/18/13,27187375,Khumba,5.8,72
"[{""id"": 310, ""name"": ""artificial intelligence""}, {""id"": 2217, ""name"": ""rain""}, {""id"": 2964, ""name"": ""future""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 14544, ""name"": ""robot""}, {""id"": 15174, ""name"": ""ecology""}, {""id"": 18034, ""name"": ""desert""}, {""id"": 229069, ""name"": ""child hitman""}]","[{""name"": ""Green Moon Productions"", ""id"": 4434}, {""name"": ""Nu Boyana Viburno"", ""id"": 34070}]","[{""iso_3166_1"": ""ES"", ""name"": ""Spain""}]",10/9/14,0,Automata,5.6,670
"[{""id"": 6211, ""name"": ""fighter""}, {""id"": 9920, ""name"": ""royalty""}, {""id"": 10541, ""name"": ""curse""}, {""id"": 12554, ""name"": ""dragon""}]","[{""name"": ""Skyline Films"", ""id"": 2055}, {""name"": ""Sweetpea Entertainment"", ""id"": 8933}, {""name"": ""Studio Hamburg WorldWide Pictures"", ""id"": 8934}, {""name"": ""Zinc Entertainment Inc."", ""id"": 8935}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1/1/05,0,Dungeons & Dragons: Wrath of the Dragon God,4.8,36
"[{""id"": 717, ""name"": ""pope""}, {""id"": 5565, ""name"": ""biography""}]","[{""name"": ""Taodue Film"", ""id"": 45724}]","[{""iso_3166_1"": ""IT"", ""name"": ""Italy""}]",12/3/15,0,Chiamatemi Francesco - Il Papa della gente,7.3,12
"[{""id"": 12422, ""name"": ""drug stealing""}, {""id"": 12424, ""name"": ""yakluza""}, {""id"": 12426, ""name"": ""shinjuku""}, {""id"": 12427, ""name"": ""criminal syndicate""}, {""id"": 12428, ""name"": ""taiwanese""}]","[{""name"": ""JCE Movies"", ""id"": 5649}]","[{""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}]",3/22/09,0,Shinjuku Incident,6.7,65
[],"[{""name"": ""Arts Council of England"", ""id"": 718}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",6/29/01,0,Pandaemonium,4.5,2
"[{""id"": 563, ""name"": ""deja vu""}, {""id"": 901, ""name"": ""groundhog""}, {""id"": 902, ""name"": ""weather forecast""}, {""id"": 903, ""name"": ""telecaster""}, {""id"": 904, ""name"": ""pennsylvania""}, {""id"": 905, ""name"": ""alarm clock""}, {""id"": 1442, ""name"": ""winter""}, {""id"": 1521, ""name"": ""time warp""}, {""id"": 10854, ""name"": ""time loop""}, {""id"": 34117, ""name"": ""cult film""}, {""id"": 181324, ""name"": ""existentialism""}, {""id"": 220046, ""name"": ""groundhog day""}]","[{""name"": ""Columbia Pictures"", ""id"": 5}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/11/93,70906973,Groundhog Day,7.4,2301
"[{""id"": 3230, ""name"": ""male friendship""}, {""id"": 3688, ""name"": ""strip club""}, {""id"": 7312, ""name"": ""road trip""}, {""id"": 155857, ""name"": ""strip tease""}, {""id"": 199040, ""name"": ""strip""}]","[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Iron Horse Entertainment (II)"", ""id"": 34981}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/1/15,122513057,Magic Mike XXL,6.3,706
"[{""id"": 497, ""name"": ""shakespeare""}, {""id"": 3691, ""name"": ""forbidden love""}, {""id"": 163656, ""name"": ""gun violence""}, {""id"": 165086, ""name"": ""star crossed lovers""}, {""id"": 165214, ""name"": ""shakespeare in modern dress""}, {""id"": 188237, ""name"": ""teenage romance""}, {""id"": 188404, ""name"": ""masquerade""}, {""id"": 196374, ""name"": ""shakespeare's romeo and juliet""}, {""id"": 208052, ""name"": ""gangster grip""}]","[{""name"": ""Bazmark Films"", ""id"": 240}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/31/96,147298761,Romeo + Juliet,6.7,1374
[],"[{""name"": ""France 2 Cin\u00e9ma"", ""id"": 83}, {""name"": ""Studio 37"", ""id"": 2577}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""TPS Star"", ""id"": 6586}, {""name"": ""France T\u00e9l\u00e9vision"", ""id"": 7454}, {""name"": ""TF1 Droits Audiovisuels"", ""id"": 8350}, {""name"": ""R\u00e9gion Ile-de-France"", ""id"": 11246}, {""name"": ""Hugo Productions"", ""id"": 13855}, {""name"": ""A Plus Image"", ""id"": 19959}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",9/16/10,17511906,Sarah's Key,7.2,196
"[{""id"": 3799, ""name"": ""ship""}, {""id"": 6089, ""name"": ""freedom""}, {""id"": 14906, ""name"": ""slave""}]","[{""name"": ""Production One"", ""id"": 52859}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/21/14,0,Freedom,5.8,9
"[{""id"": 549, ""name"": ""prostitute""}, {""id"": 798, ""name"": ""sheriff""}, {""id"": 800, ""name"": ""bounty""}, {""id"": 802, ""name"": ""regret""}, {""id"": 6145, ""name"": ""right and justice""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 157512, ""name"": ""mutilation""}, {""id"": 159434, ""name"": ""one last job""}, {""id"": 160410, ""name"": ""reputation""}, {""id"": 209631, ""name"": ""englishman""}]","[{""name"": ""Malpaso Productions"", ""id"": 171}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/7/92,159157447,Unforgiven,7.7,1113
"[{""id"": 531, ""name"": ""southern usa""}, {""id"": 2831, ""name"": ""slavery""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]","[{""name"": ""Zentropa Entertainments"", ""id"": 76}, {""name"": ""Danmarks Radio (DR)"", ""id"": 119}, {""name"": ""Arte"", ""id"": 201}, {""name"": ""Memfis Film"", ""id"": 321}, {""name"": ""Isabella Films BV"", ""id"": 814}, {""name"": ""Degeto Film"", ""id"": 986}, {""name"": ""Ognon Pictures"", ""id"": 1711}, {""name"": ""Sveriges Television (SVT)"", ""id"": 3221}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Yleisradio (YLE)"", ""id"": 5975}, {""name"": ""Arte France Cin\u00e9ma"", ""id"": 6916}, {""name"": ""Westdeutscher Rundfunk (WDR)"", ""id"": 7025}, {""name"": ""Alan Young Pictures"", ""id"": 11499}, {""name"": ""Nederlandse Programma Stichting (NPS)"", ""id"": 12023}, {""name"": ""Canal+ Television AB"", ""id"": 12927}, {""name"": ""Film i V\u00e4st"", ""id"": 17513}, {""name"": ""Invicta Capital"", ""id"": 23207}, {""name"": ""Edith Film Oy"", ""id"": 25491}, {""name"": ""Pain Unlimited GmbH Filmproduktion"", ""id"": 30268}, {""name"": ""Sigma Films"", ""id"": 53874}, {""name"": ""Manderlay"", ""id"": 55428}]","[{""iso_3166_1"": ""DK"", ""name"": ""Denmark""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""NL"", ""name"": ""Netherlands""}, {""iso_3166_1"": ""SE"", ""name"": ""Sweden""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",5/16/05,674918,Manderlay,6.9,78
"[{""id"": 100, ""name"": ""slum""}, {""id"": 958, ""name"": ""indian lead""}, {""id"": 1332, ""name"": ""cheating""}, {""id"": 3301, ""name"": ""suspicion""}, {""id"": 4325, ""name"": ""game show""}, {""id"": 13014, ""name"": ""orphan""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]","[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Celador Films"", ""id"": 3573}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Film4"", ""id"": 9349}]","[{""iso_3166_1"": ""IN"", ""name"": ""India""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/12/08,377910544,Slumdog Millionaire,7.6,2827
"[{""id"": 459, ""name"": ""sexual obsession""}, {""id"": 1157, ""name"": ""wife husband relationship""}, {""id"": 4481, ""name"": ""deceived wife""}, {""id"": 5809, ""name"": ""marriage crisis""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 10909, ""name"": ""lawyer""}, {""id"": 34094, ""name"": ""extramarital affair""}, {""id"": 190370, ""name"": ""erotic movie""}]","[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/11/87,320145693,Fatal Attraction,6.6,291
"[{""id"": 549, ""name"": ""prostitute""}, {""id"": 592, ""name"": ""capitalism""}, {""id"": 995, ""name"": ""cinderella""}, {""id"": 996, ""name"": ""expensive restaurant""}, {""id"": 999, ""name"": ""sports car""}, {""id"": 1022, ""name"": ""workaholic""}, {""id"": 1023, ""name"": ""fire escape""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 207592, ""name"": ""piano""}]","[{""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Silver Screen Partners IV"", ""id"": 10282}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/23/90,463000000,Pretty Woman,7,1746
"[{""id"": 242, ""name"": ""new york""}, {""id"": 3185, ""name"": ""crocodile""}, {""id"": 5657, ""name"": ""australia""}, {""id"": 156849, ""name"": ""large knife""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}]","[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/19/88,239606210,Crocodile Dundee II,5.5,303
[],"[{""name"": ""Reliance Entertainment"", ""id"": 7294}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/15/15,0,Broken Horses,5,10
"[{""id"": 422, ""name"": ""vietnam veteran""}, {""id"": 447, ""name"": ""post traumatic stress  disorder""}, {""id"": 1010, ""name"": ""bar""}, {""id"": 1228, ""name"": ""1970s""}, {""id"": 2564, ""name"": ""wheelchair""}, {""id"": 2957, ""name"": ""vietnam war""}, {""id"": 18034, ""name"": ""desert""}, {""id"": 33343, ""name"": ""spit in the face""}, {""id"": 188991, ""name"": ""drunkenness""}, {""id"": 208611, ""name"": ""1950s""}, {""id"": 208992, ""name"": ""1960s""}]","[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Ixtlan"", ""id"": 4198}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/20/89,161001698,Born on the Fourth of July,6.7,395
"[{""id"": 1442, ""name"": ""winter""}, {""id"": 1482, ""name"": ""trainer""}, {""id"": 2070, ""name"": ""olympic games""}, {""id"": 3266, ""name"": ""jamaica""}, {""id"": 3777, ""name"": ""training camp""}, {""id"": 4307, ""name"": ""reggae""}, {""id"": 4310, ""name"": ""bobsleighing""}, {""id"": 6075, ""name"": ""sport""}]","[{""name"": ""Walt Disney"", ""id"": 5888}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/30/93,154864401,Cool Runnings,6.8,491
"[{""id"": 798, ""name"": ""sheriff""}, {""id"": 4781, ""name"": ""miner""}, {""id"": 6262, ""name"": ""delusion""}, {""id"": 6350, ""name"": ""head injury""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 10089, ""name"": ""slaughter""}, {""id"": 11221, ""name"": ""blood""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 209714, ""name"": ""3d""}]","[{""name"": ""Lionsgate"", ""id"": 1632}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1/16/09,100734718,My Bloody Valentine,5.3,299
"[{""id"": 699, ""name"": ""love at first sight""}, {""id"": 963, ""name"": ""loss of brother""}, {""id"": 1974, ""name"": ""breakdance""}, {""id"": 5600, ""name"": ""daughter""}]","[{""name"": ""Rainforest Films"", ""id"": 1309}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/16/07,75511123,Stomp the Yard,6.1,88
"[{""id"": 212, ""name"": ""london england""}, {""id"": 339, ""name"": ""submarine""}, {""id"": 392, ""name"": ""england""}, {""id"": 441, ""name"": ""assassination""}, {""id"": 470, ""name"": ""spy""}, {""id"": 487, ""name"": ""cairo""}, {""id"": 949, ""name"": ""terrorist""}, {""id"": 1160, ""name"": ""egypt""}, {""id"": 1583, ""name"": ""mass murder""}, {""id"": 1949, ""name"": ""pyramid""}, {""id"": 2139, ""name"": ""russia""}, {""id"": 3152, ""name"": ""planned murder""}, {""id"": 3272, ""name"": ""secret intelligence service""}, {""id"": 3278, ""name"": ""kgb""}, {""id"": 3289, ""name"": ""villain""}, {""id"": 3312, ""name"": ""nuclear missile""}, {""id"": 3464, ""name"": ""tanker""}, {""id"": 3465, ""name"": ""sphinx""}, {""id"": 3466, ""name"": ""sardinien""}, {""id"": 3467, ""name"": ""warhead""}, {""id"": 3468, ""name"": ""jet ski""}, {""id"": 3469, ""name"": ""utopia""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 15097, ""name"": ""shark""}, {""id"": 15127, ""name"": ""killer""}, {""id"": 156095, ""name"": ""british secret service""}, {""id"": 159558, ""name"": ""skiing""}]","[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Eon Productions"", ""id"": 7576}, {""name"": ""Danjaq"", ""id"": 10761}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/7/77,185438673,The Spy Who Loved Me,6.6,507
"[{""id"": 3616, ""name"": ""college""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 9955, ""name"": ""urban legend""}, {""id"": 12339, ""name"": ""slasher""}, {""id"": 15127, ""name"": ""killer""}, {""id"": 34079, ""name"": ""death""}]","[{""name"": ""Original Film"", ""id"": 333}, {""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Phoenix Pictures"", ""id"": 11317}, {""name"": ""Canal+ Droits Audiovisuels"", ""id"": 53473}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/25/98,72527595,Urban Legend,5.6,290
"[{""id"": 12532, ""name"": ""african american""}, {""id"": 14768, ""name"": ""single mother""}, {""id"": 165547, ""name"": ""fianc\u00e9 fianc\u00e9e relationship""}, {""id"": 188950, ""name"": ""corporation""}, {""id"": 189141, ""name"": ""rich man - poor woman""}]",[],"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/23/12,0,Good Deeds,6.2,45
"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1321, ""name"": ""gold""}, {""id"": 1454, ""name"": ""treasure""}, {""id"": 1909, ""name"": ""coffin""}, {""id"": 2526, ""name"": ""human animal relationship""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 9880, ""name"": ""alaska""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 15162, ""name"": ""dog""}, {""id"": 162726, ""name"": ""prospector""}, {""id"": 180808, ""name"": ""klondike""}, {""id"": 189390, ""name"": ""yukon""}, {""id"": 189391, ""name"": ""boy dog relationship""}, {""id"": 189392, ""name"": ""gold miner""}]","[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Silver Screen Partners IV"", ""id"": 10282}, {""name"": ""Hybrid Productions Inc."", ""id"": 12608}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1/18/91,34793160,White Fang,6.5,135
[],"[{""name"": ""SNL Studios"", ""id"": 2822}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",10/8/99,0,Superstar,5.1,83
"[{""id"": 592, ""name"": ""capitalism""}, {""id"": 2569, ""name"": ""prime minister""}, {""id"": 10596, ""name"": ""argentina""}, {""id"": 33844, ""name"": ""margaret thatcher""}, {""id"": 33845, ""name"": ""british overseas territory""}, {""id"": 33846, ""name"": ""war propaganda""}, {""id"": 33847, ""name"": ""british politics""}, {""id"": 33848, ""name"": ""british prime minister""}, {""id"": 33850, ""name"": ""female politician""}, {""id"": 33852, ""name"": ""falklands war""}, {""id"": 33856, ""name"": ""political leader""}, {""id"": 33857, ""name"": ""female prime minister""}, {""id"": 33858, ""name"": ""right wing""}, {""id"": 33860, ""name"": ""falklands""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 208289, ""name"": ""1980s""}]","[{""name"": ""UK Film Council"", ""id"": 2452}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""DJ Films"", ""id"": 5654}, {""name"": ""Cin\u00e9Cin\u00e9ma"", ""id"": 6301}, {""name"": ""Path\u00e9"", ""id"": 7981}, {""name"": ""Film4"", ""id"": 9349}, {""name"": ""Goldcrest Pictures"", ""id"": 11843}, {""name"": ""Yuk Films"", ""id"": 19749}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",12/30/11,114956699,The Iron Lady,6.2,527
[],"[{""name"": ""Big Idea Productions"", ""id"": 3204}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/4/02,0,Jonah: A VeggieTales Movie,6.4,22
"[{""id"": 1014, ""name"": ""loss of lover""}, {""id"": 1647, ""name"": ""sadness""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 167043, ""name"": ""road movie""}]","[{""name"": ""Columbia Pictures"", ""id"": 5}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/23/93,27515786,Poetic Justice,6.9,47
"[{""id"": 633, ""name"": ""record store""}, {""id"": 738, ""name"": ""sexuality""}, {""id"": 3019, ""name"": ""autograph""}, {""id"": 3508, ""name"": ""underwear""}, {""id"": 5918, ""name"": ""painting""}, {""id"": 8430, ""name"": ""safe""}, {""id"": 11190, ""name"": ""sexual attraction""}, {""id"": 14735, ""name"": ""motorcycle""}, {""id"": 14857, ""name"": ""juvenile delinquent""}, {""id"": 54169, ""name"": ""stoner""}, {""id"": 156825, ""name"": ""music store""}, {""id"": 158304, ""name"": ""hand on crotch""}, {""id"": 159631, ""name"": ""premarital sex""}, {""id"": 163994, ""name"": ""raised middle finger""}, {""id"": 167925, ""name"": ""employer employee relationship""}, {""id"": 169151, ""name"": ""cupcake""}, {""id"": 169152, ""name"": ""twenty something""}, {""id"": 169161, ""name"": ""money bag""}, {""id"": 169171, ""name"": ""sidewalk""}, {""id"": 169175, ""name"": ""storem""}]","[{""name"": ""New Line Cinema"", ""id"": 12}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/8/02,25482931,All About the Benjamins,5.8,48
"[{""id"": 3133, ""name"": ""vampire""}, {""id"": 3630, ""name"": ""half vampire""}]","[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/27/95,19800000,Vampire in Brooklyn,4.5,111
"[{""id"": 2626, ""name"": ""exorcism""}, {""id"": 4793, ""name"": ""examination""}, {""id"": 5810, ""name"": ""pact with the devil""}, {""id"": 9712, ""name"": ""possession""}, {""id"": 10093, ""name"": ""priest""}, {""id"": 14999, ""name"": ""devil""}, {""id"": 161261, ""name"": ""demonic possession""}, {""id"": 179566, ""name"": ""locust""}]","[{""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/17/77,30749142,Exorcist II: The Heretic,4.5,133
"[{""id"": 616, ""name"": ""witch""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 10541, ""name"": ""curse""}, {""id"": 11707, ""name"": ""suitor""}, {""id"": 18035, ""name"": ""family""}]","[{""name"": ""Media Pro Pictures"", ""id"": 3244}, {""name"": ""Allan Zeman Productions"", ""id"": 3533}, {""name"": ""After Dark Films"", ""id"": 3608}, {""name"": ""Remstar Productions"", ""id"": 4298}, {""name"": ""Sweetpea Entertainment"", ""id"": 8933}, {""name"": ""Redbus Pictures"", ""id"": 20451}, {""name"": ""Midsummer Films"", ""id"": 22705}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/5/05,0,An American Haunting,5.3,142
[],"[{""name"": ""Dimension Films"", ""id"": 7405}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/21/03,0,My Boss's Daughter,4.4,180
"[{""id"": 1668, ""name"": ""hawaii""}, {""id"": 2676, ""name"": ""honeymoon""}, {""id"": 6309, ""name"": ""double murder""}, {""id"": 9826, ""name"": ""murder""}]","[{""name"": ""Davis Entertainment"", ""id"": 1302}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Rogue"", ""id"": 8853}, {""name"": ""QED International"", ""id"": 11029}, {""name"": ""Tooley Productions"", ""id"": 22539}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/8/09,22852638,A Perfect Getaway,6.2,351
"[{""id"": 10188, ""name"": ""interracial marriage""}, {""id"": 13027, ""name"": ""wedding""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]","[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Sneak Preview Entertainment"", ""id"": 1975}, {""name"": ""Pointe Studios"", ""id"": 55015}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/12/10,21409028,Our Family Wedding,5.7,39
"[{""id"": 3616, ""name"": ""college""}, {""id"": 14964, ""name"": ""drug""}, {""id"": 171400, ""name"": ""fraternity house""}, {""id"": 171401, ""name"": ""pot""}, {""id"": 171411, ""name"": ""teen suicide""}, {""id"": 171416, ""name"": ""autopsy room""}]","[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""MTV Films"", ""id"": 746}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/21/98,0,Dead Man on Campus,5.6,49
